run_id,variation,mode,seed,status,returncode,duration_sec,run_dir,config_path,command,started_at,finished_at,error
bg2500-small_comm_seed001,bg2500-small,comm,1,success,0,243.684593,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_001,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_comm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_001/config_resolved.yaml,2026-04-23T06:33:06.715067+00:00,2026-04-23T06:37:10.399660+00:00,
bg2500-small_comm_seed002,bg2500-small,comm,2,success,0,240.642578,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_002,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_comm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_002/config_resolved.yaml,2026-04-23T06:33:14.971291+00:00,2026-04-23T06:37:15.613869+00:00,
bg2500-small_comm_seed003,bg2500-small,comm,3,success,0,214.101529,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_003,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_comm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_003/config_resolved.yaml,2026-04-23T06:33:18.196896+00:00,2026-04-23T06:36:52.298425+00:00,
bg2500-small_comm_seed004,bg2500-small,comm,4,success,0,238.373076,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_004,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_comm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_004/config_resolved.yaml,2026-04-23T06:37:10.403004+00:00,2026-04-23T06:41:08.776080+00:00,
bg2500-small_comm_seed005,bg2500-small,comm,5,success,0,237.966523,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_005,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_comm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/comm/seed_005/config_resolved.yaml,2026-04-23T06:37:15.433983+00:00,2026-04-23T06:41:13.400506+00:00,
bg2500-small_noncomm_seed001,bg2500-small,noncomm,1,success,0,239.086669,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_001,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_noncomm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_001/config_resolved.yaml,2026-04-23T06:33:11.902221+00:00,2026-04-23T06:37:10.988890+00:00,
bg2500-small_noncomm_seed002,bg2500-small,noncomm,2,success,0,238.285118,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_002,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_noncomm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_002/config_resolved.yaml,2026-04-23T06:33:17.145189+00:00,2026-04-23T06:37:15.430307+00:00,
bg2500-small_noncomm_seed003,bg2500-small,noncomm,3,success,0,240.456905,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_003,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_noncomm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_003/config_resolved.yaml,2026-04-23T06:36:52.304584+00:00,2026-04-23T06:40:52.761489+00:00,
bg2500-small_noncomm_seed004,bg2500-small,noncomm,4,success,0,236.228813,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_004,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_noncomm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_004/config_resolved.yaml,2026-04-23T06:37:10.991092+00:00,2026-04-23T06:41:07.219905+00:00,
bg2500-small_noncomm_seed005,bg2500-small,noncomm,5,success,0,215.229112,/Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_005,/Users/absera/Capstone/swarm-robotics/experiments/configs/bg2500-small_noncomm.yaml,/Users/absera/Capstone/swarm-robotics/.venv/bin/python /Users/absera/Capstone/swarm-robotics/src/main.py /Users/absera/Capstone/swarm-robotics/experiments/runs/batch_20260423_062542/bg2500-small/noncomm/seed_005/config_resolved.yaml,2026-04-23T06:37:15.615686+00:00,2026-04-23T06:40:50.844798+00:00,
